"nct_id","condition","intervention_type","intervention","overall_status","country","brief_title","study_description","date"
"NCT00086762","Breast Cancer","Behavioral","Questionnaires","Completed","United States","Mindfulness Relaxation Compared With Relaxing Music and Standard Symptom Management Education in Treating Patients Who Are Undergoing Chemotherapy For Newly Diagnosed Solid Tumors","RATIONALE: Mindfulness relaxation, a technique to help patients quiet their thoughts and relax their bodies before and during chemotherapy, may reduce or prevent nausea and vomiting. It may also help improve mental health, quality of life, and immune function in patients receiving chemotherapy.

PURPOSE: This randomized clinical trial is studying mindfulness relaxation to see how well it works compared to relaxing music or standard symptom management education in treating patients who are receiving chemotherapy for newly diagnosed solid tumors.","2022-08-11"
"NCT00086762","Breast Cancer","Behavioral","Relaxing Music (RM) Therapy","Completed","United States","Mindfulness Relaxation Compared With Relaxing Music and Standard Symptom Management Education in Treating Patients Who Are Undergoing Chemotherapy For Newly Diagnosed Solid Tumors","RATIONALE: Mindfulness relaxation, a technique to help patients quiet their thoughts and relax their bodies before and during chemotherapy, may reduce or prevent nausea and vomiting. It may also help improve mental health, quality of life, and immune function in patients receiving chemotherapy.

PURPOSE: This randomized clinical trial is studying mindfulness relaxation to see how well it works compared to relaxing music or standard symptom management education in treating patients who are receiving chemotherapy for newly diagnosed solid tumors.","2022-08-11"
"NCT00086762","Breast Cancer","Behavioral","Standard Symptom Management","Completed","United States","Mindfulness Relaxation Compared With Relaxing Music and Standard Symptom Management Education in Treating Patients Who Are Undergoing Chemotherapy For Newly Diagnosed Solid Tumors","RATIONALE: Mindfulness relaxation, a technique to help patients quiet their thoughts and relax their bodies before and during chemotherapy, may reduce or prevent nausea and vomiting. It may also help improve mental health, quality of life, and immune function in patients receiving chemotherapy.

PURPOSE: This randomized clinical trial is studying mindfulness relaxation to see how well it works compared to relaxing music or standard symptom management education in treating patients who are receiving chemotherapy for newly diagnosed solid tumors.","2022-08-11"
"NCT00099437","Breast Cancer","Drug","Fulvestrant","Active, not recruiting","United States","Comparison of Fulvestrant (FASLODEX™) 250 mg and 500 mg in Postmenopausal Women With Oestrogen Receptor Positive Advanced Breast Cancer Progressing or Relapsing After Previous Endocrine Therapy.","The purpose of this study is to evaluate the efficacy of a new dose of 500 mg Fulvestrant with the standard dose of 250 mg in postmenopausal women with oestrogen receptor positive advanced breast cancer who have failed on a previous endocrine treatment.","2022-12-30"
"NCT00101101","Lymphoma","Biological","Autologous Tumor Cell-Based Vaccine","Active, not recruiting","United States","Universal Granulocyte Macrophage-colony Stimulating Factor (GM-CSF)-Producing and GM.CD40L for Autologous Tumor Vaccine in Mantle Cell Lymphoma","RATIONALE: Vaccines made from gene-modified cells and a person's cancer cells may make the body build an effective immune response to kill cancer cells. Interleukin-2 (IL-2) may stimulate the white blood cells to kill cancer cells. Giving booster vaccinations may make a stronger immune response and prevent or delay the recurrence of cancer. Drugs used in chemotherapy work in different ways to stop the growth of cancer cells, either by killing the cells or by stopping them from dividing. Giving more than one drug (combination chemotherapy) may kill more cancer cells. Giving vaccine therapy together with IL-2 after combination chemotherapy may be a more effective treatment for mantle cell lymphoma.

PURPOSE: This phase II trial is studying how well giving vaccine therapy together with IL-2 after combination chemotherapy works in treating patients with relapsed or de novo stage II, stage III, or stage IV mantle cell lymphoma.","2023-07-31"
"NCT00101101","Lymphoma","Drug","Cyclophosphamide","Active, not recruiting","United States","Universal Granulocyte Macrophage-colony Stimulating Factor (GM-CSF)-Producing and GM.CD40L for Autologous Tumor Vaccine in Mantle Cell Lymphoma","RATIONALE: Vaccines made from gene-modified cells and a person's cancer cells may make the body build an effective immune response to kill cancer cells. Interleukin-2 (IL-2) may stimulate the white blood cells to kill cancer cells. Giving booster vaccinations may make a stronger immune response and prevent or delay the recurrence of cancer. Drugs used in chemotherapy work in different ways to stop the growth of cancer cells, either by killing the cells or by stopping them from dividing. Giving more than one drug (combination chemotherapy) may kill more cancer cells. Giving vaccine therapy together with IL-2 after combination chemotherapy may be a more effective treatment for mantle cell lymphoma.

PURPOSE: This phase II trial is studying how well giving vaccine therapy together with IL-2 after combination chemotherapy works in treating patients with relapsed or de novo stage II, stage III, or stage IV mantle cell lymphoma.","2023-07-31"
"NCT00101101","Lymphoma","Drug","Dexamethasone","Active, not recruiting","United States","Universal Granulocyte Macrophage-colony Stimulating Factor (GM-CSF)-Producing and GM.CD40L for Autologous Tumor Vaccine in Mantle Cell Lymphoma","RATIONALE: Vaccines made from gene-modified cells and a person's cancer cells may make the body build an effective immune response to kill cancer cells. Interleukin-2 (IL-2) may stimulate the white blood cells to kill cancer cells. Giving booster vaccinations may make a stronger immune response and prevent or delay the recurrence of cancer. Drugs used in chemotherapy work in different ways to stop the growth of cancer cells, either by killing the cells or by stopping them from dividing. Giving more than one drug (combination chemotherapy) may kill more cancer cells. Giving vaccine therapy together with IL-2 after combination chemotherapy may be a more effective treatment for mantle cell lymphoma.

PURPOSE: This phase II trial is studying how well giving vaccine therapy together with IL-2 after combination chemotherapy works in treating patients with relapsed or de novo stage II, stage III, or stage IV mantle cell lymphoma.","2023-07-31"
"NCT00101101","Lymphoma","Drug","Doxorubicin","Active, not recruiting","United States","Universal Granulocyte Macrophage-colony Stimulating Factor (GM-CSF)-Producing and GM.CD40L for Autologous Tumor Vaccine in Mantle Cell Lymphoma","RATIONALE: Vaccines made from gene-modified cells and a person's cancer cells may make the body build an effective immune response to kill cancer cells. Interleukin-2 (IL-2) may stimulate the white blood cells to kill cancer cells. Giving booster vaccinations may make a stronger immune response and prevent or delay the recurrence of cancer. Drugs used in chemotherapy work in different ways to stop the growth of cancer cells, either by killing the cells or by stopping them from dividing. Giving more than one drug (combination chemotherapy) may kill more cancer cells. Giving vaccine therapy together with IL-2 after combination chemotherapy may be a more effective treatment for mantle cell lymphoma.

PURPOSE: This phase II trial is studying how well giving vaccine therapy together with IL-2 after combination chemotherapy works in treating patients with relapsed or de novo stage II, stage III, or stage IV mantle cell lymphoma.","2023-07-31"
"NCT00101101","Lymphoma","Drug","IL-2","Active, not recruiting","United States","Universal Granulocyte Macrophage-colony Stimulating Factor (GM-CSF)-Producing and GM.CD40L for Autologous Tumor Vaccine in Mantle Cell Lymphoma","RATIONALE: Vaccines made from gene-modified cells and a person's cancer cells may make the body build an effective immune response to kill cancer cells. Interleukin-2 (IL-2) may stimulate the white blood cells to kill cancer cells. Giving booster vaccinations may make a stronger immune response and prevent or delay the recurrence of cancer. Drugs used in chemotherapy work in different ways to stop the growth of cancer cells, either by killing the cells or by stopping them from dividing. Giving more than one drug (combination chemotherapy) may kill more cancer cells. Giving vaccine therapy together with IL-2 after combination chemotherapy may be a more effective treatment for mantle cell lymphoma.

PURPOSE: This phase II trial is studying how well giving vaccine therapy together with IL-2 after combination chemotherapy works in treating patients with relapsed or de novo stage II, stage III, or stage IV mantle cell lymphoma.","2023-07-31"
"NCT00101101","Lymphoma","Drug","Prednisone","Active, not recruiting","United States","Universal Granulocyte Macrophage-colony Stimulating Factor (GM-CSF)-Producing and GM.CD40L for Autologous Tumor Vaccine in Mantle Cell Lymphoma","RATIONALE: Vaccines made from gene-modified cells and a person's cancer cells may make the body build an effective immune response to kill cancer cells. Interleukin-2 (IL-2) may stimulate the white blood cells to kill cancer cells. Giving booster vaccinations may make a stronger immune response and prevent or delay the recurrence of cancer. Drugs used in chemotherapy work in different ways to stop the growth of cancer cells, either by killing the cells or by stopping them from dividing. Giving more than one drug (combination chemotherapy) may kill more cancer cells. Giving vaccine therapy together with IL-2 after combination chemotherapy may be a more effective treatment for mantle cell lymphoma.

PURPOSE: This phase II trial is studying how well giving vaccine therapy together with IL-2 after combination chemotherapy works in treating patients with relapsed or de novo stage II, stage III, or stage IV mantle cell lymphoma.","2023-07-31"
"NCT00101101","Lymphoma","Drug","Vincristine","Active, not recruiting","United States","Universal Granulocyte Macrophage-colony Stimulating Factor (GM-CSF)-Producing and GM.CD40L for Autologous Tumor Vaccine in Mantle Cell Lymphoma","RATIONALE: Vaccines made from gene-modified cells and a person's cancer cells may make the body build an effective immune response to kill cancer cells. Interleukin-2 (IL-2) may stimulate the white blood cells to kill cancer cells. Giving booster vaccinations may make a stronger immune response and prevent or delay the recurrence of cancer. Drugs used in chemotherapy work in different ways to stop the growth of cancer cells, either by killing the cells or by stopping them from dividing. Giving more than one drug (combination chemotherapy) may kill more cancer cells. Giving vaccine therapy together with IL-2 after combination chemotherapy may be a more effective treatment for mantle cell lymphoma.

PURPOSE: This phase II trial is studying how well giving vaccine therapy together with IL-2 after combination chemotherapy works in treating patients with relapsed or de novo stage II, stage III, or stage IV mantle cell lymphoma.","2023-07-31"
"NCT00135200","Multiple Myeloma","Drug","Iodine I 131 Tositumomab","Active, not recruiting","United States","Clinical Trial of Consolidation Treatment With Iodine I 131 Tositumomab for Multiple Myeloma","This study is for patients with newly diagnosed or relapsed multiple myeloma. The main purpose of this study is to see how their disease responds to consolidation treatment (treatment aimed at further decreasing cancer cells) with a radioactive antibody (protein) called iodine I 131 tositumomab (known by the tradename Bexxar®) and also to look at the side effects which occur with this type of treatment. The investigators will also be looking at how long disease responds to treatment, if it responds at all, and how long patients who have had this treatment survive.

Bexxar is a monoclonal antibody (protein) to which radioactive iodine 131 is attached. The monoclonal antibody in Bexxar (tositumomab), targets a protein called CD20 found on the surface of a variety of B-cells, including lymphoma cells, and some myeloma cells. The antibody is given as an infusion and finds its way to these cells. The radioactive iodine attached to the antibody delivers radiation directly to these cells which works to harm or kill the cancer cells. Approximately 20-25% of patients with multiple myeloma have this protein on the surface of their tumor cells. In addition, this protein was found on the surface of myeloma stem cells. While myeloma stem cells represent a minority of all myeloma cells (less than 5%), these cells are resistant to chemotherapy and are believed to be responsible for a recurrence of the disease after chemotherapy. In this study, Bexxar will be used after patients complete a course of chemotherapy and have residual myeloma cells left in their body. The Investigators are hoping that the treatment with Bexxar will decrease and possibly eliminate residual myeloma cells resistant to chemotherapy.","2023-03-31"
"NCT00185744","Breast Cancer","Procedure","Lumpectomy","Active, not recruiting","United States","Accelerated Partial Breast Irradiation Following Lumpectomy for Breast Cancer","To determine whether an accelerated course of radiotherapy delivered to the lumpectomy cavity plus margin using IORT as a single dose, intracavitary brachytherapy with the MammoSite device over 5 days, partial breast 3-D CRT in 5 days, or stereotactic APBI over 4 days is a feasible and safe alternative to a six and a half week course of whole breast radiotherapy. The study will measure both short and long-term complications of radiation treatment, short and long-term breast cosmesis, local rates of in-breast cancer recurrence, regional recurrences, distant metastases, and overall survival.","2029-03-31"
"NCT00185744","Breast Cancer","Radiation","Accelerated External Beam 3-D Conformal Radiotherapy","Active, not recruiting","United States","Accelerated Partial Breast Irradiation Following Lumpectomy for Breast Cancer","To determine whether an accelerated course of radiotherapy delivered to the lumpectomy cavity plus margin using IORT as a single dose, intracavitary brachytherapy with the MammoSite device over 5 days, partial breast 3-D CRT in 5 days, or stereotactic APBI over 4 days is a feasible and safe alternative to a six and a half week course of whole breast radiotherapy. The study will measure both short and long-term complications of radiation treatment, short and long-term breast cosmesis, local rates of in-breast cancer recurrence, regional recurrences, distant metastases, and overall survival.","2029-03-31"
"NCT00185744","Breast Cancer","Radiation","Intracavitary Brachytherapy","Active, not recruiting","United States","Accelerated Partial Breast Irradiation Following Lumpectomy for Breast Cancer","To determine whether an accelerated course of radiotherapy delivered to the lumpectomy cavity plus margin using IORT as a single dose, intracavitary brachytherapy with the MammoSite device over 5 days, partial breast 3-D CRT in 5 days, or stereotactic APBI over 4 days is a feasible and safe alternative to a six and a half week course of whole breast radiotherapy. The study will measure both short and long-term complications of radiation treatment, short and long-term breast cosmesis, local rates of in-breast cancer recurrence, regional recurrences, distant metastases, and overall survival.","2029-03-31"
"NCT00185744","Breast Cancer","Radiation","Intra-Operative Radiotherapy (IORT)","Active, not recruiting","United States","Accelerated Partial Breast Irradiation Following Lumpectomy for Breast Cancer","To determine whether an accelerated course of radiotherapy delivered to the lumpectomy cavity plus margin using IORT as a single dose, intracavitary brachytherapy with the MammoSite device over 5 days, partial breast 3-D CRT in 5 days, or stereotactic APBI over 4 days is a feasible and safe alternative to a six and a half week course of whole breast radiotherapy. The study will measure both short and long-term complications of radiation treatment, short and long-term breast cosmesis, local rates of in-breast cancer recurrence, regional recurrences, distant metastases, and overall survival.","2029-03-31"
"NCT00185744","Breast Cancer","Radiation","Stereotactic APBI","Active, not recruiting","United States","Accelerated Partial Breast Irradiation Following Lumpectomy for Breast Cancer","To determine whether an accelerated course of radiotherapy delivered to the lumpectomy cavity plus margin using IORT as a single dose, intracavitary brachytherapy with the MammoSite device over 5 days, partial breast 3-D CRT in 5 days, or stereotactic APBI over 4 days is a feasible and safe alternative to a six and a half week course of whole breast radiotherapy. The study will measure both short and long-term complications of radiation treatment, short and long-term breast cosmesis, local rates of in-breast cancer recurrence, regional recurrences, distant metastases, and overall survival.","2029-03-31"
"NCT00185744","Breast Cancer","Radiation","Whole Breast Radiotherapy","Active, not recruiting","United States","Accelerated Partial Breast Irradiation Following Lumpectomy for Breast Cancer","To determine whether an accelerated course of radiotherapy delivered to the lumpectomy cavity plus margin using IORT as a single dose, intracavitary brachytherapy with the MammoSite device over 5 days, partial breast 3-D CRT in 5 days, or stereotactic APBI over 4 days is a feasible and safe alternative to a six and a half week course of whole breast radiotherapy. The study will measure both short and long-term complications of radiation treatment, short and long-term breast cosmesis, local rates of in-breast cancer recurrence, regional recurrences, distant metastases, and overall survival.","2029-03-31"
"NCT00195091","Breast Cancer","Drug","Tetrathiomolybdate","Active, not recruiting","United States","Phase II Study of Tetrathiomolybdate (TM) in Patients With Breast Cancer","Patients with moderate to high risk primary breast cancer (Stage II with more than 4 lymph nodes involved with cancer) III or Stage IV (without evidence of disease) will take tetrathiomolybdate (TM) pills for two years.

The objectives of the study are to:

Assess the safety and tolerability of tetrathiomolybdate in patients with breast cancer at high risk of tumor recurrence.
Observe the disease-free survival of patients in this trial.
Conduct background scientific experiments on tumor tissue and blood of patients in this study","2023-06-30"
"NCT00204477","Breast Cancer","Dietary Supplement","cow's milk","Active, not recruiting","United States","Soy Protein and Breast Cancer Risk Reduction","Soy consumption has been associated with reduced risk for developing breast cancer. Ovarian hormones and breast density are considered breast cancer risk markers. We propose to test the hypothesis that consumption of soy protein reduces ovarian steroid hormones and results in a corresponding reduction in breast density comparing to casein protein.","2023-12-30"
"NCT00204477","Breast Cancer","Dietary Supplement","soy milk","Active, not recruiting","United States","Soy Protein and Breast Cancer Risk Reduction","Soy consumption has been associated with reduced risk for developing breast cancer. Ovarian hormones and breast density are considered breast cancer risk markers. We propose to test the hypothesis that consumption of soy protein reduces ovarian steroid hormones and results in a corresponding reduction in breast density comparing to casein protein.","2023-12-30"
"NCT00204490","Breast Cancer","Dietary Supplement","carbohydrate","Active, not recruiting","United States","Soy Isoflavones and Breast Cancer Risk Reduction","Soy consumption has been associated with reduced risk for developing breast cancer. Soy contains isoflavones which are weak estrogens. The roles of soy isoflavones in reducing breast cancer risk are currently unclear. Breast density has been considered as a breast cancer risk marker. We hypothesize that because isoflavones have estrogen-like activities, breast density and possibly bone density will be lower in women on soy-isoflavones.","2023-12-30"
"NCT00204490","Breast Cancer","Dietary Supplement","isoflavones","Active, not recruiting","United States","Soy Isoflavones and Breast Cancer Risk Reduction","Soy consumption has been associated with reduced risk for developing breast cancer. Soy contains isoflavones which are weak estrogens. The roles of soy isoflavones in reducing breast cancer risk are currently unclear. Breast density has been considered as a breast cancer risk marker. We hypothesize that because isoflavones have estrogen-like activities, breast density and possibly bone density will be lower in women on soy-isoflavones.","2023-12-30"
"NCT00264602","Lung Cancer","Drug","Near Infrared Imaging","Active, not recruiting","United States","Real-Time Image Guided Lymphatic Mapping and Nodal Targeting in Lung Cancer","The primary purpose of this study is to determine if we can identify the first lymph node that drains from the tumor, and thus would be the most likely site for metastatic disease, and remove it for analysis to improve the ability to detect tumor in this node and to remove this additional site that potentially contains tumor cells.","2023-12-31"
"NCT00265941","Head and Neck Cancer","Drug","cetuximab","Completed","United States","Radiation Therapy and Cisplatin With or Without Cetuximab in Treating Patients With Stage III or Stage IV Head and Neck Cancer","RATIONALE: Radiation therapy uses high-energy x-rays to kill tumor cells. Drugs used in chemotherapy, such as cisplatin, work in different ways to stop the growth of tumor cells, either by killing the cells or by stopping them from dividing. Cisplatin may also make tumor cells more sensitive to radiation therapy. Monoclonal antibodies, such as cetuximab, can block tumor growth in different ways. Some block the ability of tumor cells to grow and spread. Others find tumor cells and help kill them or carry tumor-killing substances to them. Giving radiation therapy and cisplatin together with cetuximab may kill more tumor cells. It is not yet known whether radiation therapy and cisplatin are more effective with or without cetuximab in treating head and neck cancer.

PURPOSE: This randomized phase III trial is studying radiation therapy, cisplatin, and cetuximab to see how well they work compared to radiation therapy and cisplatin in treating patients with stage III or stage IV head and neck cancer.","2022-05-20"
"NCT00265941","Head and Neck Cancer","Drug","cisplatin","Completed","United States","Radiation Therapy and Cisplatin With or Without Cetuximab in Treating Patients With Stage III or Stage IV Head and Neck Cancer","RATIONALE: Radiation therapy uses high-energy x-rays to kill tumor cells. Drugs used in chemotherapy, such as cisplatin, work in different ways to stop the growth of tumor cells, either by killing the cells or by stopping them from dividing. Cisplatin may also make tumor cells more sensitive to radiation therapy. Monoclonal antibodies, such as cetuximab, can block tumor growth in different ways. Some block the ability of tumor cells to grow and spread. Others find tumor cells and help kill them or carry tumor-killing substances to them. Giving radiation therapy and cisplatin together with cetuximab may kill more tumor cells. It is not yet known whether radiation therapy and cisplatin are more effective with or without cetuximab in treating head and neck cancer.

PURPOSE: This randomized phase III trial is studying radiation therapy, cisplatin, and cetuximab to see how well they work compared to radiation therapy and cisplatin in treating patients with stage III or stage IV head and neck cancer.","2022-05-20"
